,0,coref_text
0,"The actuality film is a non - fiction film genre that , like the documentary film , uses footage of real events , places , and things , yet unlike the documentary film is not structured into a larger argument , picture of the phenomenon or coherent whole . In practice , actuality films preceded the emergence of the documentary . During the era of early cinema , actualities — usually lasting no more than a minute or two and usually assembled together into a program by an exhibitor — were just as popular and prominent as actualities — usually lasting no more than a minute or two and usually assembled together into a program by an exhibitor fictional counterparts . The line between "" fact "" and "" fiction "" was not so sharply drawn in early cinema as The line between "" fact "" and "" fiction "" would become after the documentary came to serve as the predominant non - fiction filmmaking form . An actuality film is not like a newspaper article so much as An actuality film is like the still photograph that is published along with a newspaper article , with the major difference being that An actuality film moves . Apart from the traveling actuality genre , actuality is one film genre that remains strongly related to still photography . 
 Despite the demise of the actuality as a film genre around 1908 , one still refers to "" actuality footage "" as a building block of documentary filmmaking . In such usage , actuality refers to the raw footage that the documentarist edits and manipulates to create the film . 


 = = Beginnings = = 

 The first actuality films date to the time of the very emergence of projected cinema . The Lumière Brothers in France were the principal advocates for this genre and also coined the term — "" Actualités "" — and used the term — "" Actualités "" as a descriptor in the printed catalogues of The Lumière Brothers in France films . La sortie des usines Lumière ( 1895 ) — the first film exhibited by The Lumière Brothers in France — is by default the earliest actuality film ; La sortie des usines Lumière ( 1895 ) — the first film exhibited by The Lumière Brothers in France — might have not been the first one made , but La sortie des usines Lumière ( 1895 ) — the first film exhibited by The Lumière Brothers in France — was definitively the first one shown publicly , on December 28 , 1895.Although the Thomas A. Edison , Inc. in the United States was producing films and exhibiting films via the Kinetoscope going back to 1893 , the films films were studio - bound cre",
0,"Lee Jun - fan ( Chinese : 李振藩 ; November 27 , 1940 – July 20 , 1973 ) , commonly known as Bruce Lee ( Chinese : 李小龍 ) , was a Chinese - American martial artist , actor , director , martial arts instructor and philosopher . Lee Jun - fan was the founder of Jeet Kune Do , a hybrid martial arts philosophy drawing from different combat disciplines that is often credited with paving the way for modern mixed martial arts ( MMA ) . Lee Jun - fan is considered by commentators , critics , media , and other martial artists to be the most influential martial artist of all time and a pop culture icon of the 20th century , who bridged the gap between East and West . Lee Jun - fan is credited with helping to change the way Asians were presented in American films . The son of Cantonese opera star Lee Hoi - chuen , Lee Jun - fan was born in the Chinatown area of San Francisco , on November 27 , 1940 , to parents from Hong Kong , and was raised with Lee Jun - fan family in Kowloon , Hong Kong . Lee Jun - fan was introduced to the film industry by Cantonese opera star Lee Hoi - chuen and appeared in several films as a child actor . Lee Jun - fan moved to the United States at the age of 18 to receive Lee Jun - fan higher education at the University of Washington in Seattle , and it was during this time that Lee Jun - fan began teaching martial arts . Lee Jun - fan Hong Kong and Hollywood - produced films elevated the traditional martial arts film to a new level of popularity and acclaim , sparking a surge of interest in the Chinese nation and Chinese martial arts in the West in the 1970s . The direction and tone of Lee Jun - fan films dramatically influenced and changed martial arts and martial arts films worldwide . Lee Jun - fan is noted for Lee Jun - fan roles in five feature - length martial arts films in the early 1970s : Lo Wei 's The Big Boss ( 1971 ) and Fist of Fury ( 1972 ) ; Golden Harvest 's Way of the Dragon ( 1972 ) , directed and written by Lee Jun - fan ; and Golden Harvest 's and Warner Brothers ' Enter the Dragon ( 1973 )   and The Game of Death ( 1978 ) , both directed by Robert Clouse . Lee Jun - fan became an iconic figure known throughout the world , particularly among the Chinese , based upon Lee Jun - fan portrayal of Chi",
0,"Anagnorisis (; Ancient Greek : ἀναγνώρισις ) is a moment in a play or other work when a character makes a critical discovery . Anagnorisis originally meant recognition in Anagnorisis Greek context , not only of a person but also of what a person stood for . Anagnorisis was the hero 's sudden awareness of a real situation , the realisation of things as they stood , and finally , the hero 's insight into a relationship with an often antagonistic character in Aristotelian tragedy . 


 = = Tragedy = = 
 In Aristotle Poetics , as part of Aristotle discussion of peripeteia , Aristotle defined anagnorisis as "" a change from ignorance to knowledge , producing love or hate between the persons destined by the poet for good or bad fortune "" ( 1452a ) . Anagnorisis is often discussed along with Aristotle 's concept of catharsis . 

 In the Aristotelian definition of tragedy , Anagnorisis was the discovery of one 's own identity or true character ( e.g. Cordelia , Edgar , Edmund , etc . in Shakespeare 's King Lear ) or of someone else 's identity or true nature ( e.g. Shakespeare 's King Lear children , Gloucester 's children ) by the tragic hero .  
 Aristotle was the first writer to discuss the uses of anagnorisis , with peripeteia caused by Anagnorisis . Aristotle considered Anagnorisis the mark of a superior tragedy , as when Oedipus killed Oedipus father and married Oedipus mother in ignorance , and later learned the truth , or when Iphigeneia in Tauris realizes in time that the strangers Iphigeneia in Tauris is to sacrifice are Iphigeneia in Tauris brother and Iphigeneia in Tauris brother friend , and refrains from sacrificing the strangers Iphigeneia in Tauris is to sacrifice .   Aristotle considered these complex plots superior to simple plots without anagnorisis or peripeteia , such as when Medea resolves to kill Medea children , knowing Medea children are Medea children , and does so . 
 Another prominent example of anagnorisis in tragedy is in Aeschylus 's "" The Choephoroi "" ( "" Libation Bearers "" ) when Electra recognizes Electra brother , Orestes , after Electra brother , Orestes , has returned to Argos from Electra brother , Orestes , exile , at the grave of their father , Agamemnon , who had been murdered at the hands of Clytemnestra , Oedipus mother . Electra convinces Electra that Oreste",
0,"The term "" microcinema "" can have two meanings . The term "" microcinema "" can describe low - budget or amateur films shot mostly on digital video , edited on a computer , and then distributed via videotape , disc or over the Internet . Or The term "" microcinema "" can describe a mode of low - budget exhibition — a small theater or screening series operated in order to show small - gauge filmmaking , artists works , shorts , and repertory programming . 
 The term "" microcinema "" is a flexible term that can cover anything — micro movies , animated shorts , bizarrely impressionistic video manipulations , hard - hitting documentaries , and garage - born feature - length movies . A classic microcinema offering is a film that probably would not exist if new technology had n't allowed A classic microcinema offering creators to cut costs or inspired A classic microcinema offering creators to try something different . 


 = = History = = 
 The term "" microcinema "" was first coined in 1994 by Rebecca Barten and David Sherman founders of San Francisco 's Total Mobile Home microCINEMA , where all the films are "" underground "" because all the films 're shown in the basement . Rebecca Barten and David Sherman founders of San Francisco 's Total Mobile Home microCINEMA , where all the films are "" underground "" because all the films 're shown in the basement say Rebecca Barten and David Sherman founders of San Francisco 's Total Mobile Home microCINEMA , where all the films are "" underground "" because all the films 're shown in the basement envisioned an alternative movement , a sort of cinematic microbrewery . And now , The term "" microcinema "" has come to describe an intimate , low - budget style of movie shot on relatively cheap formats like Hi-8 video , DV , and ( less often ) older do - it - yourself stock like 16 mm film . 
 As of late , a large growing subculture of film makers has risen in the wake of technological advancements that have made low - budget film making more affordable and pleasing to the eye .   One camera in particular , that has made a large impact , is the Panasonic DVX100 followed recently by the Panasonic HVX200 High Definition camcorder ( many other cameras are used as well but DVX and HVX are arguably the favorites ) . 
 Many film festivals and websites have hosted films made from a large growing subculture of film makers . The rise of YouTube and other large video hosting websites has led to a flourishing of microcinema videos . In fact , many films are now finding many films way to rental store chains and independent distributor lin",
0,"Robert A. Harris is an American film historian , archivist , and film preservationist . Robert A. Harris , often working with James C. Katz , has restored such films as Lawrence of Arabia , Vertigo , and My Fair Lady . 


 = = Restorations = = 
 Lawrence of Arabia ( 1962 ) , restored 1989 
 Spartacus ( 1960 ) , restored 1991 
 My Fair Lady Fair Lady ( 1964 ) , restored 1994 
 Vertigo ( 1958 ) , restored 1996 
 Rear Window ( 1954 ) , restored 2000 
 Williamsburg : the Story of a Patriot ( 1956 ) , restored 2004 
 The Godfather ( 1972 ) , restored 2008 
 The Godfather Part II ( 1974 ) , restored 2008 
 It 's a Mad , Mad , Mad , Mad World ( 1963 ) , restored 2013 
 Triumph of the Will ( 1935 ) , restored 2015 


 = = Other activities = = 
 Robert A. Harris was also a producer of two films : The Grifters ( 1990 ) and Space Avenger ( 1990 ) . 


 = = Published works = = 
 Robert A. Harris Robert A. Harris & Belton , John ( 2000 ) . "" Getting It Right : Robert A. Harris on Colour Restoration "" . Film History . Indiana University Press . 12 ( 4 , Color Film ) : 393–409 . doi:10.2979 / FIL.2000.12.3.393 . JSTOR 3815347.CS1 maint : multiple names : authors list ( link)(registration required ) 
 Robert A. Harris & James C. Katz ( December 1999 ) . "" Film Restoration on the eve of the Millennium : A View from the Trenches "" . In 70 mm : The 70 mm Newsletter ( 59 ) . Retrieved February 5 , 2020 – via in70mm.com . CS1 maint : multiple names : authors list ( link ) 


 = = Awards and legacy = = 
 In 2010 , Robert A. Harris was honored by the International Press Academy with the International Press Academy Nikola Tesla Award for Visionary Achievement in Filmmaking Technology . The Academy Film Archive of the Academy of Motion Picture Arts and Sciences is home to the Robert A. Harris Collection , which consists of film , video tape , and audio material related to Robert A. Harris restoration work ; the Robert A. Harris Collection , which consists of film , video tape , and audio material related to Robert A. Harris restoration work includes over 1,100 items . 


 = = References = = 


 = = External links = = 
 Robert A. Harris at IMDb 
 Yellow Layer Failure , Vinegar Syndrome and Miscellaneous Musings : Robert A. Harris column at The Digital Bits ( 2002–2009 ) Note , this is a site archive , and this hyperlinks have to be manually modified to allow viewing .",
0,"The word gaṇa (; Sanskrit : गण ) in Sanskrit and Pali means "" flock , troop , multitude , number , tribe , category , series , or class "" . The word gaṇa can also be used to refer to a "" body of attendants "" and can refer to "" a company , any assemblage or association of men formed for the attainment of the same aims "" . The word gaṇa can also refer to councils or assemblies convened to discuss matters of religion or other topics . 
 In Hinduism , the Gaṇas are attendants of Shiva and live on Mount Kailash . Ganesha was chosen as the Gaṇas leader by Shiva , hence Ganesha 's title gaṇeśa or gaṇapati , "" lord or leader of the Gaṇas "" . 


 = = As Shiva 's attendants = = 

 In Hinduism , the gana are attendants who reside in chthonic and liminal locations such as cemeteries and charnel grounds . The gana also attend Shiva on Mount Kailash . The story of creation of Virabhadra from Shiva 's lock and the destruction of Daksha by Virabhadra and Virabhadra ganas are popular stories from the Puraṇas . 


 = = As assemblies = = 

 Many books of Sanskrit literature used ganas and sanghas . 
 Pāṇini in Pāṇini Sanskrit grammar used gana as : 

 संघोद्घौ गण प्रशंसयो Sanghoddhau gaṇa praśansayoThe Nāradasmṛti in Sanskrit mentions : 
 It shows that the ganatantra ( republic ) system of rule was prevalent in India since ancient times . 


 = = = In Shanti Parva = = = 
 A detailed analysis of the GANAS obtains in chapter 108 of Shanti Parva in which Yudhishthira asks Bhishma about the ganas : how do the GANAS increase , how do the GANAS defend the GANAS from the dividing - policy of enemies , what are the GANAS techniques in conquering enemies and in making friends , how do the GANAS hide the GANAS secret mantras . Bhishma 's answers to these questions were recorded in the form of shlokas ( verses ) from 16 – 32 in Shanti Parva . 


 = = = In Vedas = = = 
 Ganas were narrated in Vedas in the form of assemblies of warriors as is clear from the following sutras of Rigveda ( RV 3 - 26 - 6 ) : 
 व्रातं व्रातं गणम् गणम् Vrātam Vrātam gaṇam gaṇamGanatantra ( republic ) means a state run by assemblies . 
 The representative members",
0,"The Georgia Film Academy ( GFA ) is a not - for - profit entertainment arts program based in Atlanta , Georgia . The Georgia Film Academy ( GFA ) is a collaboration of the University System of Georgia and the Technical College System of Georgia created in 2015 by Georgia state leadership to meet education and workforce needs for high - demand careers in Georgia 's film and creative industries . 


 = = Mission and history = = 
 The Georgia Film Academy ( GFA ) offers professional training to prepare students for union - covered film and television and post - production production craft internships and placement in creative industries , apprenticeships , and jobs . The The Georgia Film Academy ( GFA ) High School Initiative offers training to high school teachers in The Georgia Film Academy ( GFA ) courses . High School teachers receive training in current methodologies and equipment used in motion picture production , along with training in how to teach Avid Media Composer editing and dramatic writing on the high school level .   The dramatic writing course meets the U.S. Department of Education standards for English language arts and theater . 


 = = Partner Institutions = = 
 The Georgia Film Academy ( GFA ) started with three campuses — Clayton State , Gwinnett Tech and Southern Crescent , and has expanded to 24 partner colleges and universities across the state of Georgia . Students sign up within Students college and then take classes at one of these The Georgia Film Academy ( GFA ) locations : Pinewood Atlanta Studios in Fayetteville ; OFS Studios in Norcross . Tyler Perry Studios trains students as well . 
 A typical class is one day a week for six hours . Successful students are placed on a paid internship . 
 Currently , 75 percent of The Georgia Film Academy ( GFA ) students receive one - semester internships . The Georgia Film Academy ( GFA ) program graduates receive a The Georgia Film Academy ( GFA ) production certification card after completing the three courses required for a The Georgia Film Academy ( GFA ) production certification card . 


 = = Academics = = 
 The Georgia Film Academy ( GFA ) courses include Intro to On - set Film Production , Set Construction & Scenic Painting , Lighting & Electric , Grip & Rigging , Editing with Avid Media Composer 100 , Media Composer 200 and Pro Tools , Special Makeup Effects , Production Accounting",
0,"In photography and cinematography , available light ( also called ambient light or practical light ) refers to any source of light that is not explicitly supplied by the photographer for the purpose of taking pictures . available light usually refers to sources of light that are already available naturally ( e.g. the Sun , the Moon , lightning ) or artificial light already being used ( e.g. to light a room ) . available light generally excludes flashes , although arguably flash lighting provided by other photographers shooting simultaneously in the same space could be considered available light . Light sources that affect the scene and are included in the actual frame are called practical light sources , or simply practicals . Use of available light is an important factor in candid photography in order not to disturb the subjects . 
 The use of available light may pose a challenge for a photographer . The brightness and direction of the light is often not adjustable , except perhaps for indoor lighting . This will limit the selection of shutter speeds , and may require the use of shades or reflectors to manipulate the light . is can also influence the time , location , and even orientation of the photo shoot to obtain the desired lighting conditions . Available light can often also produce a color cast with color photography . 
 Levels of ambient light are most frequently considered relative to additional lighting used as fill light , in which case the ambient light is normally treated as the key light . In some cases , ambient light may be used as a fill , in which case additional lighting provides the stronger light source , for example in bounce flash photography . The relative intensity of ambient light and fill light is known as the lighting ratio , an important factor in calculating contrast in the finished image . 


 = = Sources = = 


 = = = Indoor = = = 
 Candles 
 Fluorescent lamps 
 Lightbulbs 
 Light shining in a window 


 = = = Outdoor = = = 
 The Aurora 
 Clouds 
 Fires 
 Fireworks 
 Flashlights ( torches ) 
 Lanterns 
 Light pollution 
 Lightning",
0,"The Duke City Shootout is the world 's first and longest - running script - to - screen movie - making contest . The Duke City Shootout and the 48 Hour Film Project were cited in MovieMaker Magazine   as "" pioneers of the marathon movie - making competition . "" The Duke City Shootout was begun in 2000 in Albuquerque , New Mexico , under the name Flicks on 66 , and briefly changed to DigiFest Southwest , before settling on the current name . 
 Each year , The Duke City Shootout conducts an international competition for short scripts , 12 minutes or shorter , and selects seven to produce during an international competition for short scripts , 12 minutes or shorter . Selected competitors are brought to Albuquerque , New Mexico and have one week to shoot , edit and premiere Selected competitors finished movie . 
 The Duke City Shootout provides equipment , crews , cast , locations , editing facilities , mentors and everything necessary for Selected competitors to complete Selected competitors movies . Selected competitors movies are screened before a live audience on the final night of The Duke City Shootout . 
 The Duke City Shootout has also incorporated other movie - making contests since The Duke City Shootout inception . In 2006 and 2007 , The Duke City Shootout partnered with the 48 Hour Film Project and hosted The Duke City Shootout own MiniCini   to help aspiring filmmakers create nearly 50 additional shorts during the week . 


 = = See also = = 
 the 48 Hour Film Project 
 National Film Challenge 
 List of timed artistic contests 
 List of film festivals 


 = = External links = = 
 Official web site",
0,"Filming permits are permits issued by governments to allow the filming of motion pictures . Every city and state has some sort of council or office that handles filming permits . Obtaining film permits is part of the process of location scouting , and film permits are usually the responsibility of the location manager . Permits are issued prior to the shooting with details about location , date , time , equipment , personnel , special effects , actions and stunts . The process of applying for filming permits may include fees , and often requires production insurance . Sometimes The process of applying for filming permits is handled directly by the city , and sometimes The process of applying for filming permits is handled by a non profit organization such as FilmL.A. in Los Angeles . In addition , each state may have each state own permitting commission for state land . 
 The process of applying for filming permits can often make it difficult for independent and amateur filmmakers . 
 Filming in large cities is generally more tightly controlled . Less populated areas may waive fees or have looser requirements and regulations , either because filming is less frequent , or because Less populated areas hope to attract more production . 


 = = References = =",
0,"The AFI 's 100 Years … series was a series of annual lists from 1998 to 2008 by the American Film Institute — typically accompanied by CBS television specials — celebrating the century of American cinema . As a centennial celebration of cinematic milestones , The AFI 's 100 Years … series intended to inspire discussion and public interest in the history of U.S. cinema , particularly classical Hollywood . As such , each list only included feature - length American films that were typically released before 2005 . the American Film Institute defined "" American film "" as an "" English language motion picture with significant creative and/or financial production elements from the United States ; "" and "" feature - length film "" as a "" motion picture of narrative format that is typically over 60 minutes in length . ""To determine the composition of each list , the names of a few hundred nominated films were listed on ballots that the American Film Institute would distribute to a jury of over 1,000 leaders in the creative industry , including film artists ( directors , screenwriters , actors , editors , cinematographers ) , critics , and historians . 


 = = each list = = 
 1998 : the American Film Institute 100 Years ... 100 Movies — top "" greatest American films of all time "" 
 1999 : the American Film Institute 100 Years ... 100 Stars — the 50 greatest American "" screen legends "" of all time ( 25 women and 25 men ) 
 the American Film Institute defined an “ American screen legend ” as "" an actor or a team of actors with a significant screen presence in American feature - length films whose screen debut occurred in or before 1950 , or whose screen debut occurred after 1950 but whose death has marked a completed body of work . "" 
 2000 : the American Film Institute 100 Years ... 100 Laughs — funniest American films 
 While not specific to any genre , this list generally centered on comedies , including such sub - genres as satire , screwball , slapstick , action comedy , black comedy , musical comedy , romantic comedy , and comedy of manners . 
 2001 : the American Film Institute 100 Years ... 100 Thrills — most ' thrilling ' American films 
 100 Thrills was not specific to any genre , focussing instead on the total "" adrenaline - inducin",
0,"Forrest James Ackerman ( November 24 , 1916 – December 4 , 2008 ) was an American magazine editor , science fiction writer and literary agent , a founder of science fiction fandom , a leading expert on science fiction , horror , and fantasy films , and acknowledged as the world 's most avid collector of genre books and film memorabilia . Forrest James Ackerman was based in Los Angeles , California . 
 During Forrest James Ackerman career as a literary agent , Forrest James Ackerman represented such science fiction authors as Ray Bradbury , Isaac Asimov , A.E. Van Vogt , Curt Siodmak , and L. Ron Hubbard . For more than seven decades , Forrest James Ackerman was one of science fiction 's staunchest spokesmen and promoters . 
 Forrest James Ackerman was the editor and principal writer of the American magazine Famous Monsters of Filmland , as well as an actor , from the 1950s into the 21st century . Forrest James Ackerman appears in several documentaries related to this period in popular culture , like Famous Monster : Forrest James Ackerman ( directed by Michael R. MacDonald and written by Ian Johnston ) , which premiered at the Egyptian Theatre in March 2009 , during the Forrest James Ackerman tribute ; The Ackermonster Chronicles ! ( a 2012 documentary about Forrest James Ackerman by writer and filmmaker Jason V Brock ) ; and Charles Beaumont : The Short Life of Twilight Zone 's Magic Man , about the late author Charles Beaumont , a former client of The Forrest James Ackerman Agency . Also called "" Forry "" , "" Uncle Forry "" , "" The Ackermonster "" , "" Dr. Acula "" , "" Forjak "" , "" 4e "" and "" 4SJ "" , Forrest James Ackerman was central to the formation , organization and spread of science fiction fandom and a key figure in the wider cultural perception of science fiction as a literary , art , and film genre . Famous for Forrest James Ackerman word play and neologisms , Forrest James Ackerman coined the genre nickname "" sci - fi "" . In 1953 , Forrest James Ackerman was voted "" # 1 Fan Personality "" by the members of the World Science Fiction Society , a unique Hugo Award never granted to anyone else . Forrest James Ackerman was also among the first and most outspoken advocates of Esperanto in the science fiction community . 


 = = Early years = = 
 Forrest James Ackerman was born Forrest James Ackerman (",
0,"48Hours is a New Zealand film - making competition . 48Hours involves teams of various sizes competing to write , shoot , edit and score a short film , which must be between 1 and 5 minutes long ( 7 minutes before 2016 ) , over a single 48-hour period . Developed from the US - based 48 Hour Film Project , which was run in Auckland in 2003 , 48Hours has been running as a New Zealand - only event since 2004 . with regional competitions organised in 8 cities around New Zealand : Auckland , Hamilton , Gisborne , Rotorua , Taranaki , Wellington , Christchurch and Dunedin . The 2020 competition was scheduled to take place from May 22–24 but was postponed due to uncertainty surrounding the spread of COVID-19 in New Zealand . 
 48Hours is organised by Anthony "" Ant "" Timpson . Teams attend a launch ceremony on a Friday night where each team is given a randomly selected genre within which to base each team film 's theme . Teams are also given three compulsory features which are common to all teams . three compulsory features which are common to all teams are a line of dialogue , a prop , a character , and since 2010 , a "" technical "" element . 
 All creative work required to produce a short film , which must be between 1 and 5 minutes long ( 7 minutes before 2016 ) must be undertaken and completed within the 48 hours of 48Hours . All creative work required to produce a short film , which must be between 1 and 5 minutes long ( 7 minutes before 2016 ) includes storylining , scriptwriting , filming , editing and audio mixing . Teams must deliver Teams finished film to the competition organisers by the Sunday evening to be eligible for prizes , although late deliveries will still be screened in the heats . 
 By 2011 48Hours had grown to include more than 800 teams nationwide with at least 10,000 people believed to be involved . 


 = = Compulsory elements = = 
 Every year teams are given a number of compulsory elements to help ensure that film has been wholly created on the shoot weekend . a number of compulsory elements include a character with a gender - neutral name , a character trait , a line of dialogue , a prop , and as of 2010 , a technical shot . As well as a number of compulsory elements , teams are randomly allocated a genre for teams film . 2017 saw the introduction of themes , different elements , and the ULTR",
0,"Catch light or catchlight is a light source that causes a specular highlight in a subject 's eye in an image . Catch light or catchlight are also referred to as eye lights or Obies , the latter a reference to Merle Oberon , for whom Catch light or catchlight was invented by then husband and cinematographer , Lucien Ballard . Catch light or catchlight is either an artifact for a lighting method , or purposely engineered to add a glint or spark to a subject 's eye during photography . The technique is effective in both still and motion picture photography ; helping to draw attention towards the subject 's eyes , which may otherwise get lost among other elements in the scene . 


 = = History = = 
 The lighting instrument was invented during filming of The Lodger , on which then husband and cinematographer , Lucien Ballard was the cinematographer . then husband and cinematographer , Lucien Ballard wanted to alleviate Merle Oberon , for whom Catch light or catchlight was invented by then husband and cinematographer , Lucien Ballard facial scars following a car accident in 1937 , successfully done through make up and good lighting ; attaching a small light mount on the side of a camera . 


 = = Logistics = = 
 The lighting instrument is a small , compact , three bulb light apparatus whose source emits a broad , continuously adjustable pattern within a two - and - a - half stop range . The bulbs come in three basic settings ranging from low to high which can be finely adjusted within each level by disturbing the bulbs and The lighting instrument compound reflector . As a focused light source , The lighting instrument is usually fairly dim and white in color , as to not affect and overpower any other part of the scene or face . Many other lighting methods , however , are known for the distinctive catch light Many other lighting methods produce . Among Many other lighting methods are : a ring flash , which produces several highlights in a ring , and large softboxes , which produce large , square highlights . 
 In a patent for an Image Editing Apparatus , a catch light makes it "" possible to emphasize or add to an expression on a subject 's face "" . There are different optimum catch lights for each definitive facial expression made by actors . an Image Editing Apparatus process reflects light from the surface of the cornea by a built - in flash unit , and is then expos",
0,"A composite film is a feature film whose screenplay is composed of two or more distinct stories . More generally , composite structure refers to an aesthetic principle in which the narrative structure relies on contiguity and linking rather than linearity . In a composite text or film , individual pieces are complete within individual pieces , yet individual pieces form a whole work that is greater than the sum of a composite text or film individual parts . 


 = = History = = 
 The history of composite films begins with composite novels . The composite novel is a literary work composed of shorter texts that — though individually complete and autonomous — are interrelated in a coherent whole according to one or more organizing principles . 
 Although the composite - text aesthetic can be traced back through framework - stories ( such as the One Thousand and One Nights and The Canterbury Tales ) , story cycles ( such as the Arthurian stories ) , and sacred composites ( such as the Bible ) , composite texts had specific precursors in the village sketch of nineteenth century Europe and America . Reflecting the village sketch of nineteenth century Europe and America roots in the framework - story and/or the cycle , the village sketch of nineteenth century Europe and America may feature an introductory story and a summary story , with individually titled internal stories that do not necessarily depend upon specific sequencing . 
 Twentieth century experimentation with the composite whole - text aesthetic , i.e. , combining individual short stories into a whole - text narrative , began with James Joyce 's Dubliners and Sherwood Anderson 's Winesburg , Ohio and accelerated thereafter , but the composite novel remained controversial among readers , reviewers , and critics . Some wanted to call James Joyce 's Dubliners and Sherwood Anderson 's Winesburg , Ohio "" novels "" while others wanted to call James Joyce 's Dubliners and Sherwood Anderson 's Winesburg , Ohio "" collections "" . To James Joyce 's Dubliners and Sherwood Anderson 's Winesburg , Ohio authors , however , James Joyce 's Dubliners and Sherwood Anderson 's Winesburg , Ohio were clearly not just collections of stories . James Joyce 's insisted that James Joyce 's Dubliners was a planned , integrated whole text . William Faulkner fought both publishers and critics over the whole - text coherence of Go Down , Moses , refusing to append "" And Other Stories "" to the b",
0,"This category deals with fiction films concerned with the process of filmmaking . 
 The Category : Films about films lists fiction films that are about completed films . 
 The Category : Self - reflexive films lists films about the creation of themselves .",
0,"This category deals with fiction films concerned with the process of filmmaking . 
 The Category : Films about films lists fiction films that are about completed films . 
 The Category : Self - reflexive films lists films about the creation of themselves .",
0,"The University of London Screen Studies Group ( SSG ) is a research consortium in film studies , founded in 2001 . Member institutions include Goldsmiths , Birkbeck , University of London , King 's College London , Royal Holloway , SOAS , Queen Mary , and   the London School of Economics . 


 = = Sources = =",
0,"Buffering the Vampire Slayer is a podcast about the TV series Buffy the Vampire Slayer , hosted by fans Jenny Owen Youngs and Kristin Russo . Each episode of Buffering the Vampire Slayer analyzes one singular episode of the TV series Buffy the Vampire Slayer and concludes with an original song created by Jenny Owen Youngs and Kristin Russo to recap fans Jenny Owen Youngs and Kristin Russo analysis . 


 = = Hosts = = 
 Kristin Russo Russo ( born December 17 , 1980 ) is an American speaker , personality , and LGBTQ activist . Kristin Russo is the CEO and Editor - in - Chief of Everyone Is Gay and My Kid Is Gay , organizations that provide advice , guidance , and education to LGBTQIA youth and LGBTQIA youth families , and is the co - author of This Is a Book for Parents of Gay Kids ( Chronicle , 2014 ) . 
 Jenny Owen Youngs ( born November 22 , 1981 ) is an American singer - songwriter . Jenny Owen Youngs has released three albums and several EPs both independently and via Nettwerk Records , and has toured worldwide . Jenny Owen Youngs is also a songwriting collaborator whose cuts include the 2018 Panic ! at the Disco single "" High Hopes "" , as well as songs with Brett Dennen , Ingrid Michaelson , Shungudzo , Pitbull , and others . 
 Jenny Owen Youngs and Kristin Russo were married when fans Jenny Owen Youngs and Kristin Russo began Buffering the Vampire Slayer , though fans Jenny Owen Youngs and Kristin Russo separated in May 2018 . fans Jenny Owen Youngs and Kristin Russo have been described as contributing to a "" golden age of queer women in podcasting "" . 


 = = Music = = 
 Each episode of Buffering the Vampire Slayer includes an original song by Jenny Owen Youngs and Russo , reflecting one singular episode of the TV series Buffy the Vampire Slayer . Albums of all songs from each completed season of Buffering the Vampire Slayer are available on Spotify and Apple Music , and lyrics are published on the Buffering The Vampire Slayer website . Jenny Owen Youngs and Kristin Russo have also created short "" jingles "" honouring specific characters from the TV series Buffy the Vampire Slayer , including Spike , Giles , and even Vampire Willow . 


 = = Guests = = 
 Special interviews and appearances on Buffering the Vampire Slayer have included : 

 Kate Leth , who provides sporadic "" the TV series Buffy the Vampire Slayer Fashion Watch "" segments to the TV series Buffy the Vampire Slayer 
 Armin Shimerman , who played Principal Snyder in Seasons 1–3 of the TV series Buffy the Vampire Slayer 
 Kristine Sutherland , who played the TV series Buffy the Vampire Slayer mother , Joyce Summer",
0,"Donaldism is the fandom associated with Disney comics and cartoons . Donaldism refers to Donald Duck and was first used by author Jon Gisle in author Jon Gisle essay Donaldismen from 1971 and expanded in author Jon Gisle book Donaldismen in 1973.In some ( especially European ) countries , donaldism is mainly centred on comics and comic strips , while in other countries , e.g. the US , comics and comic strips are largely neglected while motion pictures and shorts are relatively much more popular . Originally Donaldism , as defined by author Jon Gisle , referred to a "" Research branch as well as the material that is the object this research . In the latter meaning , Donaldism denotes every Disney signed comic story . In the latter meaning , donaldism is a branch of comics research , specialising in the study of precisely Disney 's production . "" While this original meaning of Donaldism was defined in 1973 , today donaldism tends to also cover general fandom within Disney comics and even motion pictures and shorts . 
 Although Donaldism refers directly to the Donald Duck universe , Donaldism includes other Disney universes . 


 = = Donaldist = = 
 A donaldist is a supporter of donaldism : a fan or researcher of Disney comics . 
 According to the 1977 manifest of Norwegian donaldist society "" Donaldistene "" , "" donaldists are Donald Duck fans who study Donald Duck & Co [ Norwegian Disney comic book , editor ] from social and political structures and viewpoints . Moreover , donaldists try in the best possible way to preserve donaldistic cultural material for donaldists own and others ' collections . "" 
 Part of Donaldist culture is to create backronyms for names and titles ; this usage stems from Carl Barks 's Junior Woodchucks comics , where the scout leaders generally had long and pompous titles , leading to jocular acronyms . 
 Donaldism has been used in authorized Disney publications : the collector - themed Gemstone Publishing album series Walt Disney Treasures was advertised with the slogan / question , "" Are You a Donaldist ? "" 


 = = Donaldistic research = = 
 One of the first , important discoveries was i",
