,h,t,r,type,newEntities,pair_c,ori_head_text,ori_relation_text,ori_tail_text
10394,the culverts,Q7401,get,Open_KG,head_,0.013343342579901218,the culverts,get,part
10395,the culverts,Q1303662,award,Open_KG,head_,0.01833968795835972,the culverts,award,Letchworth State Park
10396,the culverts,Q1303662,now,Open_KG,head_,0.017069118563085794,the culverts,now,Letchworth State Park
10397,the culverts,Q1303662,get,Open_KG,head_,0.012179163284599781,the culverts,get,Letchworth State Park
10398,the culverts,Q1303662,face,Open_KG,head_,0.0128599819727242,the culverts,face,Letchworth State Park
10399,Q355304,Q128267,award,KG,,0.02416014950722456,A non - navigable feeder creek,award,Joseph T. Lyman
10400,Q355304,Q984364,award,KG,,0.026760254986584187,A non - navigable feeder creek,award,Dauphin Murray
10401,Q355304,Oct.,award,Open_KG,tail_,0.021011766977608204,A non - navigable feeder creek,award,Oct.
10402,Q355304,Q12284,award,KG,,0.020126943476498127,A non - navigable feeder creek,award,1839.The canal builders
10403,Q355304,Q26269989,face,KG,,0.020976063795387745,A non - navigable feeder creek,face,considerable difficulty
10404,Q355304,Q26269989,award,KG,,0.015934146475046873,A non - navigable feeder creek,award,considerable difficulty
10405,Q355304,Q150784,get,KG,,0.019844695460051298,A non - navigable feeder creek,get,the Portage Falls gorge
10406,Q355304,Q150784,award,KG,,0.015735748689621687,A non - navigable feeder creek,award,the Portage Falls gorge
10407,Q355304,Q150784,face,KG,,0.014149843715131283,A non - navigable feeder creek,face,the Portage Falls gorge
10408,Q355304,Q7401,now,KG,,0.02321926224976778,A non - navigable feeder creek,now,part
10409,Q355304,Q7401,face,KG,,0.017185073345899582,A non - navigable feeder creek,face,part
10410,Q355304,Q7401,award,KG,,0.01649530977010727,A non - navigable feeder creek,award,part
10411,Q355304,Q7401,get,KG,,0.01413948880508542,A non - navigable feeder creek,get,part
10412,Q355304,Q1303662,award,KG,,0.018934388644993305,A non - navigable feeder creek,award,Letchworth State Park
10413,Q355304,Q1303662,now,KG,,0.01723825465887785,A non - navigable feeder creek,now,Letchworth State Park
10414,Q355304,Q1303662,face,KG,,0.01340431533753872,A non - navigable feeder creek,face,Letchworth State Park
10415,Q355304,Q1303662,get,KG,,0.012975309509783983,A non - navigable feeder creek,get,Letchworth State Park
10416,Q1427251,Q128267,award,KG,,0.02822110988199711,lock sections,award,Joseph T. Lyman
10417,Q1427251,Q984364,award,KG,,0.030821215361356735,lock sections,award,Dauphin Murray
10418,Q1427251,Oct.,award,Open_KG,tail_,0.025072727352380753,lock sections,award,Oct.
10419,Q1427251,Q12284,award,KG,,0.024187903851270676,lock sections,award,1839.The canal builders
10420,Q1427251,Q26269989,award,KG,,0.019995106849819422,lock sections,award,considerable difficulty
10421,Q1427251,Q26269989,face,KG,,0.019591485615819693,lock sections,face,considerable difficulty
10422,Q1427251,Q150784,get,KG,,0.021471325308084488,lock sections,get,the Portage Falls gorge
10423,Q1427251,Q150784,award,KG,,0.019796709064394236,lock sections,award,the Portage Falls gorge
10424,Q1427251,Q150784,face,KG,,0.01276526553556323,lock sections,face,the Portage Falls gorge
10425,Q1427251,Q7401,now,KG,,0.027655690908432007,lock sections,now,part
10426,Q1427251,Q7401,award,KG,,0.020556270144879818,lock sections,award,part
10427,Q1427251,Q7401,face,KG,,0.01580049516633153,lock sections,face,part
10428,Q1427251,Q7401,get,KG,,0.01576611865311861,lock sections,get,part
10429,Q1427251,Q1303662,award,KG,,0.022995349019765854,lock sections,award,Letchworth State Park
10430,Q1427251,Q1303662,now,KG,,0.021674683317542076,lock sections,now,Letchworth State Park
10431,Q1427251,Q1303662,get,KG,,0.014601939357817173,lock sections,get,Letchworth State Park
10432,Q1427251,Q1303662,face,KG,,0.012019737157970667,lock sections,face,Letchworth State Park
10433,Q1885420,Q128267,award,KG,,0.0325007326900959,Maplehurst,award,Joseph T. Lyman
10434,Q1885420,Q984364,award,KG,,0.03510083816945553,Maplehurst,award,Dauphin Murray
10435,Q1885420,Oct.,award,Open_KG,tail_,0.029352350160479546,Maplehurst,award,Oct.
10436,Q1885420,Q12284,award,KG,,0.02846752665936947,Maplehurst,award,1839.The canal builders
10437,Q1885420,Q26269989,award,KG,,0.024274729657918215,Maplehurst,award,considerable difficulty
10438,Q1885420,Q26269989,face,KG,,0.02219128329306841,Maplehurst,face,considerable difficulty
10439,Q1885420,Q150784,get,KG,,0.028833449818193913,Maplehurst,get,the Portage Falls gorge
10440,Q1885420,Q150784,award,KG,,0.02407633187249303,Maplehurst,award,the Portage Falls gorge
10441,Q1885420,Q150784,face,KG,,0.015365063212811947,Maplehurst,face,the Portage Falls gorge
10442,Q1885420,Q7401,now,KG,,0.023943482898175716,Maplehurst,now,part
10443,Q1885420,Q7401,award,KG,,0.02483589295297861,Maplehurst,award,part
10444,Q1885420,Q7401,get,KG,,0.023128243163228035,Maplehurst,get,part
10445,Q1885420,Q7401,face,KG,,0.018400292843580246,Maplehurst,face,part
10446,Q1885420,Q1303662,award,KG,,0.027274971827864647,Maplehurst,award,Letchworth State Park
10447,Q1885420,Q1303662,get,KG,,0.021964063867926598,Maplehurst,get,Letchworth State Park
10448,Q1885420,Q1303662,now,KG,,0.017962475307285786,Maplehurst,now,Letchworth State Park
10449,Q1885420,Q1303662,face,KG,,0.014619534835219383,Maplehurst,face,Letchworth State Park
10450,Q128267,Q26269989,face,KG,,0.02116889413446188,Joseph T. Lyman,face,considerable difficulty
10451,Q128267,Q150784,get,KG,,0.020767127629369497,Joseph T. Lyman,get,the Portage Falls gorge
10452,Q128267,Q150784,face,KG,,0.014342674054205418,Joseph T. Lyman,face,the Portage Falls gorge
10453,Q128267,Q7401,now,KG,,0.023382889106869698,Joseph T. Lyman,now,part
10454,Q128267,Q7401,face,KG,,0.017377903684973717,Joseph T. Lyman,face,part
10455,Q128267,Q7401,get,KG,,0.01506192097440362,Joseph T. Lyman,get,part
10456,Q128267,Q1303662,now,KG,,0.017401881515979767,Joseph T. Lyman,now,Letchworth State Park
10457,Q128267,Q1303662,get,KG,,0.013897741679102182,Joseph T. Lyman,get,Letchworth State Park
10458,Q984364,Q26269989,face,KG,,0.02203512005507946,Dauphin Murray,face,considerable difficulty
10459,Q128267,Q1303662,face,KG,,0.013597145676612854,Joseph T. Lyman,face,Letchworth State Park
10460,Q984364,Q150784,get,KG,,0.020374117884784937,Dauphin Murray,get,the Portage Falls gorge
10461,Q984364,Q150784,face,KG,,0.015208899974822998,Dauphin Murray,face,the Portage Falls gorge
10462,Q984364,Q7401,now,KG,,0.024980518966913223,Dauphin Murray,now,part
10463,Q984364,Q7401,get,KG,,0.01466891122981906,Dauphin Murray,get,part
10464,Q984364,Q7401,face,KG,,0.018244129605591297,Dauphin Murray,face,part
10465,Q984364,Q1303662,now,KG,,0.018999511376023293,Dauphin Murray,now,Letchworth State Park
10466,Q984364,Q1303662,face,KG,,0.014463371597230434,Dauphin Murray,face,Letchworth State Park
10467,Q984364,Q1303662,get,KG,,0.013504731934517622,Dauphin Murray,get,Letchworth State Park
10468,Oct.,Q26269989,face,Open_KG,head_,0.023875417187809944,Oct.,face,considerable difficulty
10469,Oct.,Q150784,get,Open_KG,head_,0.02231593057513237,Oct.,get,the Portage Falls gorge
10470,Oct.,Q150784,face,Open_KG,head_,0.017049197107553482,Oct.,face,the Portage Falls gorge
10471,Oct.,Q7401,now,Open_KG,head_,0.02505695540457964,Oct.,now,part
10472,Oct.,Q7401,face,Open_KG,head_,0.02008442673832178,Oct.,face,part
10473,Oct.,Q7401,get,Open_KG,head_,0.016610723920166492,Oct.,get,part
10474,Oct.,Q1303662,now,Open_KG,head_,0.01907594781368971,Oct.,now,Letchworth State Park
10475,Oct.,Q1303662,face,Open_KG,head_,0.01630366872996092,Oct.,face,Letchworth State Park
10476,Oct.,Q1303662,get,Open_KG,head_,0.015446544624865055,Oct.,get,Letchworth State Park
10477,Q12284,Q26269989,face,KG,,0.03392530977725983,1839.The canal builders,face,considerable difficulty
10478,Q12284,Q150784,face,KG,,0.027099089697003365,1839.The canal builders,face,the Portage Falls gorge
10479,Q12284,Q150784,get,KG,,0.024993659928441048,1839.The canal builders,get,the Portage Falls gorge
10480,Q12284,Q7401,now,KG,,0.025156791787594557,1839.The canal builders,now,part
10481,Q12284,Q7401,face,KG,,0.030134319327771664,1839.The canal builders,face,part
10482,Q12284,Q7401,get,KG,,0.01928845327347517,1839.The canal builders,get,part
10483,Q12284,Q1303662,face,KG,,0.0263535613194108,1839.The canal builders,face,Letchworth State Park
10484,Q12284,Q1303662,get,KG,,0.018124273978173733,1839.The canal builders,get,Letchworth State Park
10485,Q12284,Q1303662,now,KG,,0.019175784196704626,1839.The canal builders,now,Letchworth State Park
10486,Q26269989,Q150784,get,KG,,0.03751177154481411,considerable difficulty,get,the Portage Falls gorge
10487,Q26269989,Q7401,get,KG,,0.03180656488984823,considerable difficulty,get,part
10488,Q26269989,Q7401,now,KG,,0.02586479391902685,considerable difficulty,now,part
10489,Q26269989,Q1303662,get,KG,,0.030642385594546795,considerable difficulty,get,Letchworth State Park
10490,Q26269989,Q1303662,now,KG,,0.01988378632813692,considerable difficulty,now,Letchworth State Park
10491,Q150784,Q7401,now,KG,,0.03279963415116072,the Portage Falls gorge,now,part
10492,Q150784,Q1303662,now,KG,,0.026818626560270786,the Portage Falls gorge,now,Letchworth State Park
10493,faced,Q385378,result,Open_KG,head_,0.17454492300748825,faced,result,the building
10494,faced,Q15807,result,Open_KG,head_,0.1664278730750084,faced,result,a 400 foot aqueduct
10495,Q357438,Q315,née,KG,,0.05959225818514824,Nene,née,the language
10496,Q357438,Q315,nee,KG,,0.05204538255929947,Nene,nee,the language
10497,Q357438,Q315,pronounce,KG,,0.09710974246263504,Nene,pronounce,the language
10498,Q357438,Q625642,pronounce,KG,,0.12487431615591049,Nene,pronounce,a word
10499,Q357438,Q625642,née,KG,,0.06638751737773418,Nene,née,a word
10500,Q357438,Q625642,nee,KG,,0.05743592604994774,Nene,nee,a word
10501,Q357438,Q49297,pronounce,KG,,0.08235642686486244,Nene,pronounce,the Seminole Indians
10502,Q357438,Q49297,nee,KG,,0.05208147503435612,Nene,nee,the Seminole Indians
10503,Q357438,Q49297,née,KG,,0.0570591576397419,Nene,née,the Seminole Indians
10504,Q352098,Q357438,  ,KG,,0.05958359129726887,Examples,  ,Ohbah Nene
10505,Q352098,Q357438,  ,KG,,0.05557869374752045,Examples,  ,Chuli Nene
10506,Q352098,Q357438,  ,KG,,0.05364192649722099,Examples,  ,Wahalaw Nene
10507,Q352098,Q357438,  ,KG,,0.05155400559306145,Examples,  ,Chowkeebin Nene
10508,Q352098,Q357438,  ,KG,,0.05958359129726887,Examples,  ,Ohbah Nene
10509,Q352098,Q357438,  ,KG,,0.05155400559306145,Examples,  ,Chowkeebin Nene
10510,Q352098,Q357438,  ,KG,,0.05364192649722099,Examples,  ,Wahalaw Nene
10511,Q352098,Q357438,  ,KG,,0.05557869374752045,Examples,  ,Chuli Nene
10512,Q7071588,Q4675098,find,KG,,0.04321681894361973,nenes,find,the Indianhead Acres neighborhood
10513,Q7071588,Q515,find,KG,,0.035656917840242386,nenes,find,the city
10514,Q12335479,Q30,find,KG,,0.05465773865580559,actual examples,find,United States
10515,Q7071588,Q812,find,KG,,0.031048408709466457,nenes,find,Florida
10516,Q7071588,Q37043,find,KG,,0.035127781331539154,nenes,find,Tallahassee
10517,Q7071588,Q30,find,KG,,0.03434052877128124,nenes,find,United States
10518,Q12335479,Q812,find,KG,,0.0513656185939908,actual examples,find,Florida
10519,Q12335479,Q37043,find,KG,,0.0554449912160635,actual examples,find,Tallahassee
10520,Q12335479,Q515,find,KG,,0.05597412772476673,actual examples,find,the city
10521,Q12335479,Q4675098,find,KG,,0.06353402882814407,actual examples,find,the Indianhead Acres neighborhood
10522,Q5036695,Q159675,along,KG,,0.014902988448739052,The Captain John Smith Chesapeake National Historic Trail,along,tributaries
10523,Q5036695,Q253276,extend,KG,,0.03893321193754673,The Captain John Smith Chesapeake National Historic Trail,extend,"approximately 3,000 miles"
10524,Q5036695,Q159675,extend,KG,,0.015709504950791597,The Captain John Smith Chesapeake National Historic Trail,extend,tributaries
10525,Q5036695,Q970,extend,KG,,0.021107371896505356,The Captain John Smith Chesapeake National Historic Trail,extend,"4,800 km"
10526,Q5036695,Q159675,extend,KG,,0.015709504950791597,The Captain John Smith Chesapeake National Historic Trail,extend,tributaries
10527,Q5036695,Q159675,along,KG,,0.014902988448739052,The Captain John Smith Chesapeake National Historic Trail,along,tributaries
10528,Q5036695,Q159675,extend,KG,,0.015709504950791597,The Captain John Smith Chesapeake National Historic Trail,extend,tributaries
10529,Q5036695,Q159675,along,KG,,0.014902988448739052,The Captain John Smith Chesapeake National Historic Trail,along,tributaries
10530,Q5036695,Q159675,extend,KG,,0.015709504950791597,The Captain John Smith Chesapeake National Historic Trail,extend,tributaries
10531,Q5036695,Q159675,along,KG,,0.014902988448739052,The Captain John Smith Chesapeake National Historic Trail,along,tributaries
10532,Q5036695,Q159675,along,KG,,0.014902988448739052,The Captain John Smith Chesapeake National Historic Trail,along,tributaries
10533,Q5036695,Q159675,extend,KG,,0.015709504950791597,The Captain John Smith Chesapeake National Historic Trail,extend,tributaries
10534,Q5036695,Q1370,along,KG,,0.015683370642364025,The Captain John Smith Chesapeake National Historic Trail,along,Virginia
10535,Q5036695,Q159675,along,KG,,0.014902988448739052,The Captain John Smith Chesapeake National Historic Trail,along,tributaries
10536,Q5036695,Q1370,extend,KG,,0.017949622124433517,The Captain John Smith Chesapeake National Historic Trail,extend,Virginia
10537,Q5036695,Q159675,extend,KG,,0.015709504950791597,The Captain John Smith Chesapeake National Historic Trail,extend,tributaries
10538,Q5036695,Q1393,extend,KG,,0.019343825057148933,The Captain John Smith Chesapeake National Historic Trail,extend,Delaware
10539,Q5036695,Q1393,along,KG,,0.019044105894863605,The Captain John Smith Chesapeake National Historic Trail,along,Delaware
10540,Q5036695,Q1391,extend,KG,,0.015316419769078493,The Captain John Smith Chesapeake National Historic Trail,extend,Maryland
10541,Q5036695,Q1391,along,KG,,0.013763905502855778,The Captain John Smith Chesapeake National Historic Trail,along,Maryland
10542,Q5036695,Q5283222,extend,KG,,0.01843232847750187,The Captain John Smith Chesapeake National Historic Trail,extend,the District
10543,Q5036695,Q5283222,along,KG,,0.014607212971895933,The Captain John Smith Chesapeake National Historic Trail,along,the District
10544,Q5036695,Q49088,along,KG,,0.014718541875481606,The Captain John Smith Chesapeake National Historic Trail,along,Columbia
10545,Q5036695,Q49088,extend,KG,,0.014930704608559608,The Captain John Smith Chesapeake National Historic Trail,extend,Columbia
10546,Q170198,Q159675,along,KG,,0.017956004478037357,a series,along,tributaries
10547,Q170198,Q970,extend,KG,,0.029503965750336647,a series,extend,"4,800 km"
10548,Q170198,Q159675,extend,KG,,0.02410609880462289,a series,extend,tributaries
10549,Q170198,Q253276,extend,KG,,0.04732980579137802,a series,extend,"approximately 3,000 miles"
10550,Q170198,Q159675,extend,KG,,0.02410609880462289,a series,extend,tributaries
10551,Q170198,Q159675,along,KG,,0.017956004478037357,a series,along,tributaries
10552,Q170198,Q159675,extend,KG,,0.02410609880462289,a series,extend,tributaries
10553,Q170198,Q159675,along,KG,,0.017956004478037357,a series,along,tributaries
10554,Q170198,Q159675,extend,KG,,0.02410609880462289,a series,extend,tributaries
10555,Q170198,Q159675,along,KG,,0.017956004478037357,a series,along,tributaries
10556,Q170198,Q159675,extend,KG,,0.02410609880462289,a series,extend,tributaries
10557,Q170198,Q159675,along,KG,,0.017956004478037357,a series,along,tributaries
10558,Q170198,Q159675,extend,KG,,0.02410609880462289,a series,extend,tributaries
10559,Q170198,Q159675,along,KG,,0.017956004478037357,a series,along,tributaries
10560,Q170198,Q1370,extend,KG,,0.02634621597826481,a series,extend,Virginia
10561,Q170198,Q1370,along,KG,,0.01873638667166233,a series,along,Virginia
10562,Q170198,Q1391,extend,KG,,0.023713013622909784,a series,extend,Maryland
10563,Q170198,Q1393,extend,KG,,0.027740418910980225,a series,extend,Delaware
10564,Q170198,Q1391,along,KG,,0.016816921532154083,a series,along,Maryland
10565,Q170198,Q1393,along,KG,,0.02209712192416191,a series,along,Delaware
10566,Q170198,Q5283222,along,KG,,0.01766022900119424,a series,along,the District
10567,Q170198,Q5283222,extend,KG,,0.02682892233133316,a series,extend,the District
10568,Q170198,Q49088,extend,KG,,0.0233272984623909,a series,extend,Columbia
10569,Q170198,Q49088,along,KG,,0.01777155790477991,a series,along,Columbia
10570,Q283,Q159675,extend,KG,,0.031651240307837725,water routes,extend,tributaries
10571,Q283,Q159675,along,KG,,0.017953190952539444,water routes,along,tributaries
10572,Q283,Q253276,extend,KG,,0.05487494729459286,water routes,extend,"approximately 3,000 miles"
10573,Q283,Q159675,extend,KG,,0.031651240307837725,water routes,extend,tributaries
10574,Q283,Q159675,along,KG,,0.017953190952539444,water routes,along,tributaries
10575,Q283,Q970,extend,KG,,0.03704910725355148,water routes,extend,"4,800 km"
10576,Q283,Q159675,along,KG,,0.017953190952539444,water routes,along,tributaries
10577,Q283,Q159675,extend,KG,,0.031651240307837725,water routes,extend,tributaries
10578,Q283,Q159675,along,KG,,0.017953190952539444,water routes,along,tributaries
10579,Q283,Q159675,extend,KG,,0.031651240307837725,water routes,extend,tributaries
10580,Q283,Q159675,extend,KG,,0.031651240307837725,water routes,extend,tributaries
10581,Q283,Q159675,along,KG,,0.017953190952539444,water routes,along,tributaries
10582,Q283,Q159675,extend,KG,,0.031651240307837725,water routes,extend,tributaries
10583,Q283,Q159675,along,KG,,0.017953190952539444,water routes,along,tributaries
10584,Q283,Q1370,extend,KG,,0.033891357481479645,water routes,extend,Virginia
10585,Q283,Q1370,along,KG,,0.018733573146164417,water routes,along,Virginia
10586,Q283,Q1391,extend,KG,,0.03125815512612462,water routes,extend,Maryland
10587,Q283,Q1391,along,KG,,0.01681410800665617,water routes,along,Maryland
10588,Q283,Q1393,extend,KG,,0.03528556041419506,water routes,extend,Delaware
10589,Q283,Q5283222,extend,KG,,0.034374063834547997,water routes,extend,the District
10590,Q283,Q1393,along,KG,,0.022094308398663998,water routes,along,Delaware
10591,Q283,Q5283222,along,KG,,0.017657415475696325,water routes,along,the District
10592,Q283,Q49088,along,KG,,0.017768744379281998,water routes,along,Columbia
10593,Q283,Q49088,extend,KG,,0.030872439965605736,water routes,extend,Columbia
10594,Q253276,Q159675,along,KG,,0.020400133915245533,"approximately 3,000 miles",along,tributaries
10595,Q253276,Q159675,along,KG,,0.020400133915245533,"approximately 3,000 miles",along,tributaries
10596,Q253276,Q159675,along,KG,,0.020400133915245533,"approximately 3,000 miles",along,tributaries
10597,Q253276,Q159675,along,KG,,0.020400133915245533,"approximately 3,000 miles",along,tributaries
10598,Q253276,Q159675,along,KG,,0.020400133915245533,"approximately 3,000 miles",along,tributaries
10599,Q253276,Q1370,along,KG,,0.021180516108870506,"approximately 3,000 miles",along,Virginia
10600,Q253276,Q159675,along,KG,,0.020400133915245533,"approximately 3,000 miles",along,tributaries
10601,Q253276,Q1391,along,KG,,0.01926105096936226,"approximately 3,000 miles",along,Maryland
10602,Q253276,Q1393,along,KG,,0.024541251361370087,"approximately 3,000 miles",along,Delaware
10603,Q253276,Q5283222,along,KG,,0.020104358438402414,"approximately 3,000 miles",along,the District
10604,Q253276,Q49088,along,KG,,0.020215687341988087,"approximately 3,000 miles",along,Columbia
10605,Q970,Q159675,along,KG,,0.025752625428140163,"4,800 km",along,tributaries
10606,Q970,Q159675,along,KG,,0.025752625428140163,"4,800 km",along,tributaries
10607,Q970,Q159675,along,KG,,0.025752625428140163,"4,800 km",along,tributaries
10608,Q970,Q159675,along,KG,,0.025752625428140163,"4,800 km",along,tributaries
10609,Q970,Q159675,along,KG,,0.025752625428140163,"4,800 km",along,tributaries
10610,Q970,Q159675,along,KG,,0.025752625428140163,"4,800 km",along,tributaries
10611,Q970,Q1370,along,KG,,0.026533007621765137,"4,800 km",along,Virginia
10612,Q970,Q1391,along,KG,,0.02461354248225689,"4,800 km",along,Maryland
10613,Q970,Q1393,along,KG,,0.029893742874264717,"4,800 km",along,Delaware
10614,Q970,Q5283222,along,KG,,0.025456849951297045,"4,800 km",along,the District
10615,Q970,Q49088,along,KG,,0.025568178854882717,"4,800 km",along,Columbia
10616,Q5036695,Q40924,trace,KG,,0.036886194720864296,The Captain John Smith Chesapeake National Historic Trail,trace,the land
10617,Q5036695,Q33038168,trace,KG,,0.053059034049510956,The Captain John Smith Chesapeake National Historic Trail,trace,the 1607–1609 voyages
10618,Q5036695,Q40924,chart,KG,,0.05243645794689655,The Captain John Smith Chesapeake National Historic Trail,chart,the land
10619,Q5036695,Q47521,chart,KG,,0.04447950981557369,The Captain John Smith Chesapeake National Historic Trail,chart,waterways
10620,Q5036695,Q47521,trace,KG,,0.04660317115485668,The Captain John Smith Chesapeake National Historic Trail,trace,waterways
10621,Q5036695,Q228024,trace,KG,,0.03482527192682028,The Captain John Smith Chesapeake National Historic Trail,trace,Captain John Smith
10622,Q5036695,Q216868,trace,KG,,0.033323596231639385,The Captain John Smith Chesapeake National Historic Trail,trace,the Chesapeake Bay
10623,Q5036695,Q216868,chart,KG,,0.03084304742515087,The Captain John Smith Chesapeake National Historic Trail,chart,the Chesapeake Bay
10624,Q5036695,Q30,chart,KG,,0.02619137056171894,The Captain John Smith Chesapeake National Historic Trail,chart,the United States
10625,Q33038168,Q40924,chart,KG,,0.05450543761253357,the 1607–1609 voyages,chart,the land
10626,Q5036695,Q30,trace,KG,,0.030626359395682812,The Captain John Smith Chesapeake National Historic Trail,trace,the United States
10627,Q33038168,Q47521,chart,KG,,0.04654848948121071,the 1607–1609 voyages,chart,waterways
10628,Q33038168,Q216868,chart,KG,,0.03291202709078789,the 1607–1609 voyages,chart,the Chesapeake Bay
10629,Q228024,Q40924,chart,KG,,0.05977139621973038,Captain John Smith,chart,the land
10630,Q33038168,Q30,chart,KG,,0.028260350227355957,the 1607–1609 voyages,chart,the United States
10631,Q228024,Q47521,chart,KG,,0.051814448088407516,Captain John Smith,chart,waterways
10632,Q228024,Q216868,chart,KG,,0.038177985697984695,Captain John Smith,chart,the Chesapeake Bay
10633,Q228024,Q30,chart,KG,,0.033526308834552765,Captain John Smith,chart,the United States
10634,Q4856900,Q6970077,designate,KG,,0.04401614796370268,the Star - Spangled Banner,designate,National Historic Trails
10635,Q6970077,Q6970077,designate,KG,,0.04780355095863342,National Historic Trail,designate,National Historic Trails
10636,Q5036695,Q6970077,designate,KG,,0.048768822103738785,The Captain John Smith Chesapeake National Historic Trail,designate,National Historic Trails
10637,Q3478786,Q6970077,designate,KG,,0.07960054278373718,two water trails,designate,National Historic Trails
10638,Q129308,Q126,establish,KG,,0.09336810931563377,John Smith Chesapeake National Historic Trail,establish,December
10639,Q129308,Q7257242,establish,KG,,0.0752745196223259,John Smith Chesapeake National Historic Trail,establish,Pub
10640,Q320980,Q234460,109–418,KG,,0.09855837002396584,L.,109–418,( text
10641,Q207522,Q11268,authorize,KG,,0.052327960729599,( pdf,authorize,the United States Congress
10642,Q207522,Q11268,undertake,KG,,0.04375153034925461,( pdf,undertake,the United States Congress
10643,Q577,Q11268,authorize,KG,,0.05782459303736687,a year,authorize,the United States Congress
10644,Q577,Q11268,undertake,KG,,0.056183094158768654,a year,undertake,the United States Congress
10645,Q755009,Q11268,undertake,KG,,0.05890855751931667,feasibility studies,undertake,the United States Congress
10646,Q755009,Q11268,authorize,KG,,0.06772953644394875,feasibility studies,authorize,the United States Congress
10647,Q308439,Q11268,authorize,KG,,0.06928476691246033,the National Park Service,authorize,the United States Congress
10648,Q755009,Q308439,undertake,KG,,0.05932018347084522,feasibility studies,undertake,the National Park Service
10649,Q207522,Q308439,undertake,KG,,0.04416315630078316,( pdf,undertake,the National Park Service
10650,Q577,Q308439,undertake,KG,,0.0565947201102972,a year,undertake,the National Park Service
10651,Q6715078,Q5036695,create,KG,,0.06517146155238152,Pressure,create,The Captain John Smith Chesapeake National Historic Trail
10652,Q6715078,Q1725430,create,KG,,0.05480247363448143,Pressure,create,bipartisan legislation
10653,Q6715078,Q66096,introduce,KG,,0.05608004331588745,Pressure,introduce,the Senate
10654,Q6715078,Q1725430,come,KG,,0.03807443380355835,Pressure,come,bipartisan legislation
10655,Q6715078,Q66096,create,KG,,0.05082910321652889,Pressure,create,the Senate
10656,Q6715078,Q66096,initially,KG,,0.049542246386408806,Pressure,initially,the Senate
10657,Q6715078,Q66096,come,KG,,0.03654278814792633,Pressure,come,the Senate
10658,Q6715078,Q122,introduce,KG,,0.040399009361863136,Pressure,introduce,August
10659,Q5036695,Q66096,introduce,KG,,0.0543726347386837,The Captain John Smith Chesapeake National Historic Trail,introduce,the Senate
10660,Q6715078,Q122,create,KG,,0.046566739678382874,Pressure,create,August
10661,Q6715078,Q122,initially,KG,,0.03509778343141079,Pressure,initially,August
10662,Q6715078,Q122,come,KG,,0.033764490857720375,Pressure,come,August
10663,Q5036695,Q66096,initially,KG,,0.0492396205663681,The Captain John Smith Chesapeake National Historic Trail,initially,the Senate
10664,Q5036695,Q66096,come,KG,,0.04195048473775387,The Captain John Smith Chesapeake National Historic Trail,come,the Senate
10665,Q1725430,Q66096,initially,KG,,0.05410714074969292,bipartisan legislation,initially,the Senate
10666,Q1725430,Q122,introduce,KG,,0.04208190180361271,bipartisan legislation,introduce,August
10667,Q1725430,Q66096,introduce,KG,,0.057762935757637024,bipartisan legislation,introduce,the Senate
10668,Q5036695,Q122,come,KG,,0.03917218744754791,The Captain John Smith Chesapeake National Historic Trail,come,August
10669,Q5036695,Q1725430,come,KG,,0.04348213039338589,The Captain John Smith Chesapeake National Historic Trail,come,bipartisan legislation
10670,Q1725430,Q122,initially,KG,,0.0396626777946949,bipartisan legislation,initially,August
10671,Q5036695,Q122,introduce,KG,,0.038691600784659386,The Captain John Smith Chesapeake National Historic Trail,introduce,August
10672,Q5036695,Q122,initially,KG,,0.03479515761137009,The Captain John Smith Chesapeake National Historic Trail,initially,August
10673,Q690194,Q7630947,approve,KG,,0.11036868765950203,This suggestion,approve,the Subcommittee
10674,Q690194,Q1136376,gain,KG,,0.16613827645778656,This suggestion,gain,support
10675,Q690194,Q715935,approve,KG,,0.08098739013075829,This suggestion,approve,National Parks
10676,Q690194,Q7630947,gain,KG,,0.10939903184771538,This suggestion,gain,the Subcommittee
10677,Q690194,Q715935,gain,KG,,0.0798952542245388,This suggestion,gain,National Parks
10678,Q690194,May,approve,Open_KG,tail_,0.07356793247163296,This suggestion,approve,May
10679,Q690194,May,gain,Open_KG,tail_,0.07506753504276276,This suggestion,gain,May
10680,Q1136376,Q715935,approve,KG,,0.09786495566368103,support,approve,National Parks
10681,Q1136376,Q7630947,approve,KG,,0.12724625319242477,support,approve,the Subcommittee
10682,Q1136376,May,approve,Open_KG,tail_,0.0904454980045557,support,approve,May
10683,Q7630947,Q3427349,provoke,KG,,0.042769902385771275,the Subcommittee,provoke,co - sponsored by 27 representatives
10684,Q7630947,Q23558,finally,KG,,0.038627443835139275,the Subcommittee,finally,the House
10685,Q7630947,Q23558,  ,KG,,0.03598504699766636,the Subcommittee,  ,the House
10686,Q7630947,Q23558,pass,KG,,0.053410246036946774,the Subcommittee,pass,the House
10687,Q7630947,Q23558,provoke,KG,,0.038574161008000374,the Subcommittee,provoke,the House
10688,Q7630947,Q23558,provoke,KG,,0.05259469337761402,the Subcommittee,provoke,a House companion bill
10689,Q7630947,Q462899,provoke,KG,,0.04369218274950981,the Subcommittee,provoke,Representative Jo Ann Davis
10690,Q7630947,Q462899,sponsor,KG,,0.04592255689203739,the Subcommittee,sponsor,Representative Jo Ann Davis
10691,Q7630947,Q3427349,sponsor,KG,,0.038005612790584564,the Subcommittee,sponsor,co - sponsored by 27 representatives
